ciiu,descripcion
C1709.29       ,"FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL O CARTÓN: ETIQUETAS IMPRESAS O SIN IMPRIMIR, ARTÍCULOS DE FANTASÍA DE PAPEL, ARTÍCULOS PROMOCIONALES Y DE REGALO DE PAPEL, PAPEL Y CARTÓN FILTRO, CUERDAS Y CORDAJES DE PAPEL, PAPEL PARA CIGARRILLO, PAPEL REGALO, ETCÉTERA."
C1709.3        ,SERVICIOS DE APOYO A LA FABRICACIÓN DE OTROS ARTÍCULOS DEL PAPEL Y CARTÓN.
C1709.30       ,SERVICIOS DE APOYO A LA FABRICACIÓN DE OTROS ARTÍCULOS DEL PAPEL Y CARTÓN A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C18            ,IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES.
C181           ,IMPRESIÓN Y ACTIVIDADES DE SERVICIOS RELACIONADOS CON LA IMPRESIÓN.
C1811          ,ACTIVIDADES DE IMPRESIÓN.
C1811.0        ,ACTIVIDADES DE IMPRESIÓN.
C1811.01       ,"ACTIVIDADES DE IMPRESIÓN DE PERIÓDICOS, REVISTAS Y OTRAS PUBLICACIONES PERIÓDICAS."
C1811.02       ,"ACTIVIDADES DE IMPRESIÓN DE LIBROS, DICCIONARIOS, ENCICLOPEDIAS Y FOLLETOS, MANUSCRITOS MUSICALES Y PARTITURA, MAPAS, ATLAS, CARTELES, ETCÉTERA; MEDIANTE IMPRESIÓN POR OFFSET, FOTOGRABACIÓN, IMPRESIÓN FLEXOGRÁFICA E IMPRESIÓN EN OTROS TIPOS DE PRENSA, MAQUINAS AUTOCOPISTAS, IMPRESORAS ESTAMPADORAS, ETCÉTERA, INCLUIDA LA IMPRESIÓN RÁPIDA."
C1811.03       ,"ACTIVIDADES DE IMPRESIÓN DE SELLOS DE CORREO, ESTAMPILLAS Y TIMBRES FISCALES, DOCUMENTOS DE TÍTULOS, BOLETOS DE ENTRADAS A ESPECTÁCULOS, CHEQUES Y OTROS VALORES O DOCUMENTOS DE GARANTÍA Y DE SEGURIDAD, MEDIANTE IMPRESIÓN POR OFFSET, FOTOGRABACIÓN, IMPRESIÓN FLEXOGRÁFICA E IMPRESIÓN EN OTROS TIPOS DE PRENSA, MAQUINAS AUTOCOPISTAS, IMPRESORAS ESTAMPADORAS, ETCÉTERA, INCLUIDA LA IMPRESIÓN RÁPIDA."
C1811.04       ,"ACTIVIDADES DE IMPRESIÓN DE PÓSTERS, GIGANTOGRAFÍAS, CATÁLOGOS DE PUBLICIDAD, PROSPECTOS Y OTROS IMPRESOS PUBLICITARIOS, CALENDARIOS, FORMULARIOS COMERCIALES, DIRECTORIOS Y OTROS MATERIALES IMPRESOS DE USO COMERCIAL, PAPEL DE CORRESPONDENCIA ÁLBUMES, AGENDAS PERSONALES, DIARIOS, TARJETAS DE INVITACIÓN, DE VISITA, DE PRESENTACIÓN Y OTROS MATERIALES IMPRESOS MEDIANTE IMPRESIÓN POR OFFSET, FOTOGRABACIÓN, IMPRESIÓN FLEXOGRÁFICA E IMPRESIÓN EN OTROS TIPOS DE PRENSA, MAQUINAS AUTOCOPISTAS, IMPRESORAS ESTAMPADORAS, ETCÉTERA, INCLUIDA LA IMPRESIÓN RÁPIDA."
C1811.05       ,"ACTIVIDADES DE IMPRESIÓN DIRECTA EN TEXTILES, PLÁSTICOS, VIDRIO, METAL, MADERA Y CERÁMICA (EXCEPTO SERIGRAFÍA SOBRE TEXTILES O PRENDAS DE VESTIR)."
C1811.06       ,"ACTIVIDADES DE IMPRESIÓN EN ETIQUETAS O MARBETES (POR PROCEDIMIENTOS LITOGRÁFICOS, DE ROTOGRABADO, FLEXOGRÁFICOS, U OTROS)."
C1812          ,ACTIVIDADES DE SERVICIOS RELACIONADOS CON LA IMPRESIÓN.
C1812.0        ,ACTIVIDADES DE SERVICIOS RELACIONADOS CON LA IMPRESIÓN.
C321           ,"FABRICACIÓN DE JOYAS, BISUTERÍA Y ARTÍCULOS CONEXOS."
C3211          ,FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS.
C3211.0        ,FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS.
C3211.01       ,"PRODUCCIÓN DE PERLAS LABRADAS, PIEDRAS PRECIOSAS Y SEMIPRECIOSAS LABRADAS, INCLUIDA LA PRODUCCIÓN DE PIEDRAS DE CALIDAD INDUSTRIAL Y DE PIEDRAS PRECIOSAS Y SEMIPRECIOSAS SINTÉTICAS Y RECONSTRUIDAS, TALLA DE DIAMANTES."
C3211.02       ,"FABRICACIÓN DE JOYAS DE METALES PRECIOSOS O DE METALES COMUNES CHAPADOS CON METALES PRECIOSOS, DE PIEDRAS PRECIOSAS Y SEMIPRECIOSAS; Y DE COMBINACIONES DE METALES PRECIOSOS Y PIEDRAS PRECIOSAS Y SEMIPRECIOSAS Y OTROS MATERIALES, INCLUIDO LA FABRICACIÓN DE CORREAS Y CINTAS PARA RELOJES, PULSERAS Y PITILLERAS DE METALES PRECIOSOS."
C3211.03       ,"FABRICACIÓN DE ARTÍCULOS DE ORFEBRERÍA ELABORADOS CON METALES PRECIOSOS O METALES COMUNES CHAPADOS CON METALES PRECIOSOS: CUBERTERÍAS, VAJILLAS Y SERVICIOS DE MESA, ARTÍCULOS DE TOCADOR, ARTÍCULOS DE ESCRITORIO Y OFICINA, ARTÍCULOS DE USO RELIGIOSO, ETCÉTERA."
C3211.04       ,"FABRICACIÓN DE ARTÍCULOS DE USO TÉCNICO Y DE LABORATORIO ELABORADOS CON METALES PRECIOSOS (EXCEPTO INSTRUMENTOS Y PIEZAS DE INSTRUMENTOS): CRISOLES, ESPÁTULAS, ÁNODOS DE GALVANOPLASTIA, ETCÉTERA."
C3211.05       ,"FABRICACIÓN DE MONEDAS, INCLUIDAS MONEDAS DE CURSO LEGAL, SEAN O NO DE METALES PRECIOSOS."
C3211.06       ,"SERVICIOS DE APOYO A LA FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS COMO: EL GRABADO DE OBJETOS PERSONALES DE METALES PRECIOSOS Y DE METALES NO PRECIOSOS, A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3212          ,FABRICACIÓN DE BISUTERÍA Y ARTÍCULOS CONEXOS.
C3212.0        ,FABRICACIÓN DE BISUTERÍA Y ARTÍCULOS CONEXOS.
C3212.01       ,"FABRICACIÓN DE ARTÍCULOS DE BISUTERÍA: ANILLOS, BRAZALETES, COLLARES Y ARTÍCULOS DE BISUTERÍAS SIMILARES DE METALES COMUNES CHAPADOS CON METALES PRECIOSOS, JOYAS QUE CONTIENEN PIEDRAS DE IMITACIÓN, COMO DIAMANTES U OTRAS GEMAS DE IMITACIÓN Y SIMILARES, INCLUIDO LA FABRICACIÓN DE CORREAS DE METAL PARA RELOJES (EXCEPTO LAS DE METALES PRECIOSOS)."
C3212.02       ,SERVICIOS DE APOYO A LA FABRICACIÓN DE BISUTERÍA Y ARTÍCULOS CONEXOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C322           ,FABRICACIÓN DE INSTRUMENTOS MUSICALES.
C3220          ,FABRICACIÓN DE INSTRUMENTOS MUSICALES.
C3220.0        ,FABRICACIÓN DE INSTRUMENTOS MUSICALES.
C3220.01       ,"FABRICACIÓN DE INSTRUMENTOS DE CUERDA, INSTRUMENTOS DE CUERDA CON TECLADO, INCLUIDOS PIANOS AUTOMÁTICOS, GUITARRAS, ETCÉTERA."
C3220.02       ,"FABRICACIÓN DE ÓRGANOS DE TUBO Y TECLADO, INCLUIDOS ARMONIOS E INSTRUMENTOS DE TECLADO SIMILARES CON LENGÜETAS METÁLICAS LIBRES, CAJAS DE MÚSICA, ORGANILLOS, ÓRGANOS DE VAPOR, ETCÉTERA."
C3220.03       ,"FABRICACIÓN DE INSTRUMENTOS DE VIENTO: SILBATOS, CUERNOS DE LLAMADA Y OTROS INSTRUMENTOS SONOROS DE BOCA PARA LLAMADA, ACORDEONES E INSTRUMENTOS SIMILARES, INCLUIDAS ARMÓNICAS."
C3220.04       ,"FABRICACIÓN DE INSTRUMENTOS DE PERCUSIÓN: TAMBORES, XILÓFONOS, CASTAÑUELAS, ETCÉTERA."
C3220.05       ,"FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS DE INSTRUMENTOS: METRÓNOMOS, DIAPASONES DE PERCUSIÓN Y DE BOCA, TARJETAS, DISCOS Y ROLLOS PARA INSTRUMENTOS MECÁNICOS AUTOMÁTICOS, ETCÉTERA."
C3220.06       ,SERVICIOS DE APOYO A LA FABRICACIÓN DE INSTRUMENTOS MUSICALES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C3220.09       ,"FABRICACIÓN DE OTROS INSTRUMENTOS MUSICALES, INSTRUMENTOS MUSICALES CUYO SONIDO SE PRODUCE ELECTRÓNICAMENTE."
C323           ,FABRICACIÓN DE ARTÍCULOS DE DEPORTE.
C3230          ,FABRICACIÓN DE ARTÍCULOS DE DEPORTE.
C3230.0        ,FABRICACIÓN DE ARTÍCULOS DE DEPORTE.
C3230.01       ,"FABRICACIÓN DE ARTÍCULOS Y EQUIPO DE CUALQUIER MATERIAL PARA LA PRÁCTICA DE DEPORTES Y JUEGOS AL AIRE LIBRE Y BAJO TECHO: BALONES DUROS, BLANDOS E INFLABLES, RAQUETAS, BATES Y MAZOS, ESQUÍES, FIJACIONES Y BASTONES DE ESQUÍ, BOTAS DE ESQUÍ, TABLAS DE VELA Y DE SURF, PATINES DE HIELO, PATINES DE RUEDAS, ETCÉTERA, EQUIPO PARA GIMNASIO Y DE ATLETISMO."
C3230.02       ,"FABRICACIÓN DE ARTÍCULOS PARA LA PESCA DEPORTIVA, CAZA, ALPINISMO: REDES DE MANO, ARCOS Y BALLESTAS, GUANTES Y TOCADOS DE CUERO PARA LA PRÁCTICA DE DEPORTES."
C3230.03       ,SERVICIOS DE APOYO A LA FABRICACIÓN DE ARTÍCULOS DE DEPORTE A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C324           ,FABRICACIÓN DE JUEGOS Y JUGUETES.
C3240          ,FABRICACIÓN DE JUEGOS Y JUGUETES.
C3240.0        ,FABRICACIÓN DE JUEGOS Y JUGUETES.
C3240.01       ,"FABRICACIÓN DE MUÑECOS QUE REPRESENTAN PERSONAJES, ANIMALES DE JUGUETE, MUÑECAS, PIEZAS Y ACCESORIOS(VESTIDOS) PARA MUÑECAS."
C3240.02       ,FABRICACIÓN DE INSTRUMENTOS MUSICALES DE JUGUETE.
C3240.03       ,"FABRICACIÓN DE ARTÍCULOS PARA FERIAS DE ATRACCIONES, JUEGOS DE MESA O JUEGOS DE SALÓN, JUEGOS ACCIONADOS CON MONEDAS, BILLARES, MESAS ESPECIALES PARA JUEGOS DE CASINO, JUEGOS ELECTRÓNICOS, AJEDREZ, ETCÉTERA."
C3240.04       ,"FABRICACIÓN DE JUGUETES CON RUEDAS UTILIZABLES COMO VEHÍCULOS, MONOPATINES, INCLUIDOS BICICLETAS Y TRICICLOS DE PLÁSTICO."
C3240.05       ,SERVICIOS DE APOYO A LA FABRICACIÓN DE JUEGOS Y JUGUETES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C3240.09       ,"FABRICACIÓN DE OTROS JUEGOS Y JUGUETES: ARMAS DE JUGUETES, JUGUETES PARA MASCOTAS, MODELOS A ESCALA REDUCIDA Y MODELOS RECREATIVOS SIMILARES, TRENES ELÉCTRICOS, JUEGOS DE CONSTRUCCIONES, JUEGOS DE TABLERO, ROMPECABEZAS Y ARTÍCULOS SIMILARES, NAIPES, ETCÉTERA."
C325           ,FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS Y ODONTOLÓGICOS.
C3250          ,FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS Y ODONTOLÓGICOS.
C3250.1        ,FABRICACIÓN DE INSTRUMENTOS MÉDICOS Y ODONTOLÓGICOS.
C3250.11       ,"FABRICACIÓN DE HORNOS PARA LABORATORIOS DENTALES, APARATOS DE DESTILACIÓN Y CENTRIFUGADORAS PARA LABORATORIO."
C3250.12       ,FABRICACIÓN DE MAQUINARIA DE LIMPIEZA POR ULTRASONIDOS  Y ESTERILIZADORES PARA LABORATORIO.
C3250.13       ,"FABRICACIÓN DE MUEBLES, INSTRUMENTOS, Y APARATOS PARA MEDICINA, CIRUGÍA, ODONTOLOGÍA Y VETERINARIA, COMO: MESAS DE OPERACIONES, CAMILLAS DE RECONOCIMIENTO MÉDICO, CAMAS DE HOSPITAL CON DISPOSITIVOS MECÁNICOS, BISTURÍS, ALICATES DE CIRUGÍA, PINZAS DE CIRUGÍA, INSTRUMENTOS DE ODONTOLOGÍA (INCLUIDOS SILLONES DE DENTISTA CON EQUIPO ODONTOLÓGICO), TERMÓMETROS DE USO MÉDICO, ETCÉTERA."
C3250.14       ,"FABRICACIÓN DE APARATOS ORTOPÉDICOS Y PROSTÉTICOS, OJOS DE CRISTAL, DIENTES POSTIZOS, PUENTES, ETCÉTERA, EN LABORATORIOS MÉDICOS."
C3250.15       ,"FABRICACIÓN DE APARATOS DE MECANOTERAPIA, MÁQUINAS DE MASAJE; APARATOS PARA PRUEBAS PSICOLÓGICAS, APARATOS DE OZONOTERAPIA, OXIGENOTERAPIA Y RESPIRACIÓN ARTIFICIAL, APARATOS RESPIRATORIOS TERAPÉUTICOS Y OTROS APARATOS DE RESPIRACIÓN Y MÁSCARAS DE GAS, ETCÉTERA."
C3250.2        ,FABRICACIÓN DE MATERIALES MÉDICOS Y ODONTOLÓGICOS.
C3250.21       ,"FABRICACIÓN DE SABANILLAS, HILOS Y GASAS ESTÉRILES DE USO QUIRÚRGICO."
C3250.22       ,"FABRICACIÓN DE EMPASTES Y CEMENTOS DENTALES (EXCEPTO ADHESIVOS PARA DENTADURAS), CERAS DENTALES Y OTRAS PREPARACIONES DE USO ODONTOLÓGICO; FABRICACIÓN DE CEMENTOS PARA LA RECONSTRUCCIÓN DE HUESO."
C3250.23       ,"FABRICACIÓN DE PLACAS Y TORNILLOS PARA FIJACIÓN DE HUESOS, JERINGUILLAS, AGUJAS, CATÉTERES, CÁNULAS, ETCÉTERA."
C3250.24       ,"FABRICACIÓN DE PRODUCTOS OFTÁLMICOS, GAFAS, GAFAS DE SOL, LENTES DE GRADUACIÓN, LENTES DE CONTACTO, ANTEOJOS DE PROTECCIÓN."
C3250.3        ,SERVICIOS DE APOYO A LA FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS Y ODONTOLÓGICOS.
C3250.30       ,SERVICIOS DE APOYO A LA FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS Y ODONTOLÓGICOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C329           ,OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.
C3290          ,OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.
C3290.1        ,FABRICACIÓN DE ÚTILES DE OFICINA Y ESCRITORIO.
C3290.11       ,"FABRICACIÓN DE SELLOS PARA FECHAR, CERRAR O NUMERAR, APARATOS MANUALES PARA IMPRIMIR Y ESTAMPAR EN RELIEVE, MEMBRETES, APARATOS DE IMPRESIÓN MANUAL, CINTAS PREPARADAS PARA MÁQUINAS DE ESCRIBIR Y ALMOHADILLAS ENTINTADAS."
C3290.12       ,"FABRICACIÓN DE PLUMAS Y LÁPICES DE TODA CLASE, SEAN O NO MECÁNICOS, INCLUIDO MINAS PARA LÁPICES."
C3290.13       ,"FABRICACIÓN DE GLOBOS TERRÁQUEOS Y OTROS INSTRUMENTOS, APARATOS Y MODELOS DISEÑADOS PARA DEMOSTRACIONES."
C3290.2        ,FABRICACIÓN DE ARTÍCULOS DE USO PERSONAL Y BAZAR.
C3290.21       ,"FABRICACIÓN DE BOTONES, BROCHES DE PRESIÓN, CORCHETES DE PRESIÓN, CIERRES DE CREMALLERA (EXCEPTO METÁLICOS)."
C3290.22       ,"FABRICACIÓN DE ENCENDEDORES SEAN O NO MECÁNICOS, ELÉCTRICOS Y DE OTRO TIPO INCLUIDO SUS REPUESTOS."
C3290.23       ,"FABRICACIÓN DE PARAGUAS, SOMBRILLAS, BASTONES, BASTONES-ASIENTO."
C3290.24       ,"FABRICACIÓN DE ARTÍCULOS DE USO PERSONAL: PIPAS, VAPORIZADORES DE PERFUME, PELUCAS, BARBAS Y CEJAS POSTIZAS, PEINES, PASADORES PARA EL CABELLO."
C3290.25       ,FABRICACIÓN DE TERMOS Y OTROS RECIPIENTES HERMÉTICOS PARA USO PERSONAL Y DOMÉSTICO.
C3290.3        ,FABRICACIÓN DE OTROS ARTÍCULOS N.C.P.
C3290.31       ,"FABRICACIÓN DE EQUIPO DE PROTECCIÓN Y SEGURIDAD: ROPA IGNÍFUGA Y OTRAS PRENDAS DE PROTECCIÓN, CINTURONES DE SEGURIDAD PARA INSTALADORES Y CELADORES DE LÍNEAS TELEFÓNICAS Y DE ELECTRICIDAD Y OTROS CINTURONES DE USO OCUPACIONAL, SALVAVIDAS DE CORCHO, CASCOS DE PLÁSTICO Y OTRO EQUIPO PERSONAL DE SEGURIDAD DE PLÁSTICO (POR EJEMPLO, CASCOS PARA DEPORTES), ROPA DE PROTECCIÓN PARA BOMBEROS, CASCOS DE METAL Y OTRO EQUIPO PERSONAL DE SEGURIDAD DE METAL, TAPONES PARA LOS OÍDOS Y LA NARIZ (POR EJEMPLO, PARA NADAR O PARA PROTEGERSE DEL RUIDO), MÁSCARAS DE GAS."
C3290.32       ,"FABRICACIÓN DE ESCOBAS Y CEPILLOS, INCLUIDOS CEPILLOS QUE FORMAN PARTE DE MÁQUINAS, BARREDORAS, MOPAS Y PLUMEROS MECÁNICOS MANUALES, BROCHAS, ALMOHADILLAS Y RODILLOS PARA PINTAR, ESCOBILLAS DE GOMA Y OTROS CEPILLAS, ESCOBAS, CEPILLOS DE CALZADO Y DE ROPA, ETCÉTERA."
C3290.33       ,"FABRICACIÓN DE ARTÍCULOS DE MATERIALES ANIMALES: HUESOS, MARFIL, CAREY, PLUMAS, HUESOS, TRIPAS, VEJIGAS, ETCÉTERA, INCLUIDO ACTIVIDADES DE TAXIDERMIA."
C3290.34       ,FABRICACIÓN DE ATAÚDES Y URNAS.
C3290.35       ,"FABRICACIÓN DE VELAS, CIRIOS Y ARTÍCULOS SIMILARES, MANUFACTURAS MOLDEADAS DE CERA."
C3290.36       ,FABRICACIÓN DE ARTÍCULOS DE BROMA Y ARTÍCULOS DE FANTASÍA (PIÑATAS).
C2790.92       ,FABRICACIÓN DE ELECTROIMANES.
C3290.39       ,"FABRICACIÓN DE OTROS ARTÍCULOS DIVERSOS: PRODUCTOS DE TAGUA, ARTESANÍAS DE OTROS MATERIALES (EXCEPTO PLÁSTICO, PORCELANA, CERÁMICA Y MADERA), CEDAZOS Y CRIBAS MANUALES; RAMILLETES Y CORONAS DE FLORES, CESTAS CON ARREGLOS FLORALES; FLORES, FRUTAS Y PLANTAS ARTIFICIALES; MANIQUÍES DE SASTRE, GELATINAS, MATERIAS VEGETALES O MINERALES, ETCÉTERA."
C3290.4        ,SERVICIOS DE APOYO A OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.
C3290.40       ,SERVICIOS DE APOYO A OTRAS INDUSTRIAS MANUFACTURERAS N.C.P A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C33            ,REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.
C331           ,"REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO."
C3311          ,REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL.
C3311.0        ,REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL.
C3311.01       ,"SERVICIOS DE REPARACIÓN DE: TANQUES, CISTERNAS, DEPÓSITOS, TAMBORES, CONTENEDORES DE METAL Y RECIPIENTES DE METAL, INCLUIDO LA REPARACIÓN DE LA CHAPA DE CALDERAS Y RADIADORES DE CALEFACCIÓN CENTRAL A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3311.02       ,SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE CAÑOS Y TUBERÍAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C3311.03       ,SERVICIOS DE REPARACIÓN MEDIANTE SERVICIOS MÓVILES DE SOLDADURA A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C3311.04       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE GENERADORES DE VAPOR DE AGUA Y OTROS VAPORES, INSTALACIONES AUXILIARES PARA GENERADORES DE VAPOR: CONDENSADORES, ECONOMIZADORES, RECALENTADORES, RECOLECTORES Y ACUMULADORES DE VAPOR, REACTORES NUCLEARES (EXCEPTO SEPARADORES DE ISÓTOPOS), PARTES PARA CALDERAS MARINAS O DE POTENCIA A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3311.09       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE OTROS PRODUCTOS ELABORADOS DE METAL: CARRITOS DE COMPRAS Y EQUIPO DE MANEJO DE MATERIALES, ARMAS DE FUEGO Y MUNICIONES (INCLUIDA LA REPARACIÓN DE ESCOPETAS DEPORTIVAS Y DE RECREO) A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312          ,REPARACIÓN DE MAQUINARIA.
C3312.1        ,REPARACIÓN DE MAQUINARIA PARA LA INDUSTRIA.
C3312.11       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA Y TRACTORES DE USO AGROPECUARIO, FORESTAL Y PARA LA EXPLOTACIÓN MADERERA A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312.12       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA PARA LA MINERÍA, LA CONSTRUCCIÓN Y LA EXTRACCIÓN DE PETRÓLEO Y GAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312.13       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312.14       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA PARA LA PRODUCCIÓN DE TEXTILES, PRENDAS DE VESTIR Y ARTÍCULOS DE CUERO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312.15       ,SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA PARA LA FABRICACIÓN DE PAPEL A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C3312.16       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE HORNOS PARA PROCESOS INDUSTRIALES, MAQUINARIA METALÚRGICA, HERRAMIENTAS Y ACCESORIOS PARA CORTAR Y CONFORMAR METALES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312.17       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE BOMBAS, EQUIPO DE PROPULSIÓN DE FLUIDOS Y EQUIPOS AFINES, ELEMENTOS DE TRANSMISIÓN E IMPULSIÓN A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312.18       ,SERVICIOS DE REPARACIÓN DE VÁLVULAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C3312.9        ,REPARACIÓN DE OTRO TIPO DE MAQUINARIA Y EQUIPO.
C3312.91       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MÁQUINAS Y HERRAMIENTAS DE OFICINA Y CONTABILIDAD A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: MÁQUINAS DE ESCRIBIR, FOTOCOPIADORAS, BÁSCULAS, CALCULADORAS, SEAN O NO ELECTRÓNICAS ETCÉTERA."
C3312.92       ,"SERVICIOS DE REPARACIÓN DE MAQUINARIA DE USO COMERCIAL, MÁQUINAS DE VENTA AUTOMÁTICA, MÁQUINAS REGISTRADORAS, EQUIPO COMERCIAL DE REFRIGERACIÓN Y PURIFICACIÓN DE AIRE A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3312.93       ,SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE MOTORES DISTINTOS DE LOS DE VEHÍCULOS AUTOMOTORES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: MOTORES DE BUQUES O DE LOCOMOTORAS.
C3312.99       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL DE LA DIVISIÓN 28 (FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.): EQUIPO DE MANIPULACIÓN DE MATERIALES (EQUIPO DE ELEVACIÓN Y MANIPULACIÓN, CARGA Y DESCARGA) Y OTRAS HERRAMIENTAS DE MANO MOTORIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C3313          ,REPARACIÓN DE EQUIPO ELECTRÓNICO Y ÓPTICO.
C3313.0        ,REPARACIÓN DE EQUIPO ELECTRÓNICO Y ÓPTICO.
C3313.01       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DEL EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: INSTRUMENTOS DE MOTORES DE AERONAVES, EQUIPO DE MEDICIÓN DE EMISIONES DE VEHÍCULOS AUTOMOTORES, INSTRUMENTOS METEOROLÓGICOS, EQUIPO DE ENSAYO E INSPECCIÓN DE PROPIEDADES FÍSICAS, ELÉCTRICAS Y QUÍMICAS, INSTRUMENTOS DE PROSPECCIÓN, INSTRUMENTOS DE DETECCIÓN Y VIGILANCIA DE RADIACIONES."
C3313.02       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: EQUIPO DE TOMOGRAFÍA POR RESONANCIA MAGNÉTICA, ULTRASONIDOS DE USO MÉDICO, MARCAPASOS, APARATOS PARA SORDOS, ELECTROCARDIÓGRAFOS, EQUIPO ELECTRÓNICO DE ENDOSCOPIA, APARATOS DE IRRADIACIÓN."
D3520.01       ,PRODUCCIÓN DE GAS PARA SU SUMINISTRO MEDIANTE LA DESTILACIÓN DEL CARBÓN A PARTIR DE SUBPRODUCTOS DE LA AGRICULTURA O A PARTIR DE DESECHOS.
G4610.08       ,ACTIVIDADES DE CASAS DE SUBASTAS AL POR MAYOR.
C3313.03       ,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE INSTRUMENTOS Y EQUIPO ÓPTICO DE LA CLASE SI SE UTILIZAN PRINCIPALMENTE CON FINES COMERCIALES, A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO COMO: BINOCULARES, MICROSCOPIOS (EXCEPTO LOS ELECTRÓNICOS Y PROTÓNICOS), TELESCOPIOS, PRISMAS Y LENTES (EXCEPTO LAS OFTÁLMICAS), EQUIPO FOTOGRÁFICO."
C3314          ,REPARACIÓN DE EQUIPO ELÉCTRICO.
C3314.0        ,REPARACIÓN DE EQUIPO ELÉCTRICO.
